sale_id,sale_date,year,quarter,month,country,region,city,product_name,category,storage,color,is_5g,unit_price_usd,discount_pct,units_sold,discounted_price_usd,revenue_usd,currency,fx_rate_to_usd,revenue_local_currency,sales_channel,payment_method,customer_segment,customer_age_group,previous_device_os,customer_rating,return_status
SAMS-00009475,2021-10-13,2021,Q4,October,Philippines,Asia,Manila,Samsung Galaxy Tab A9+,Galaxy Tab,128 GB,Silver,No,341.22,0,2,341.22,682.44,PHP,56.5,38557.86,Samsung Store,Gift Card,Government,55+,N/A,3.5,Kept
SAMS-00009476,2022-01-22,2022,Q1,January,Philippines,Asia,Manila,Samsung 25W USB-C Adapter,Accessories,N/A,Silver,No,30.47,12,2,26.81,53.62,PHP,56.5,3029.53,Third-Party Retailer,Credit Card,Individual,35–44,N/A,2.8,Kept
SAMS-00009477,2022-01-25,2022,Q1,January,Philippines,Asia,Manila,Samsung The Frame 55-inch,Smart TV,N/A,Beige,No,1330.13,20,1,1064.1,1064.1,PHP,56.5,60121.65,Authorized Reseller,Samsung Pay,Government,55+,N/A,,Kept
SAMS-00009478,2022-01-27,2022,Q1,January,Philippines,Asia,Manila,Samsung Galaxy Z Flip 4,Galaxy Z,1 TB,Blue,Yes,780.73,20,1,624.58,624.58,PHP,56.5,35288.77,Samsung Store,Debit Card,Enterprise,35–44,New User,3.1,Kept
SAMS-00009479,2022-06-01,2022,Q2,June,Philippines,Asia,Manila,Samsung Galaxy A24,Galaxy A,64 GB,Awesome White,No,234.44,0,1,234.44,234.44,PHP,56.5,13245.86,Third-Party Retailer,Samsung Pay,Business,45–54,Android (Other),,Kept
SAMS-00009480,2022-06-12,2022,Q2,June,Philippines,Asia,Manila,Samsung 45W USB-C Charger,Accessories,N/A,Blue,No,47.59,0,2,47.59,95.18,PHP,56.5,5377.67,E-commerce Platform,Net Banking,Education,55+,N/A,4.3,Kept
SAMS-00009481,2022-07-12,2022,Q3,July,Philippines,Asia,Manila,Samsung Galaxy S23+,Galaxy S,512 GB,Titanium Gray,Yes,997.38,0,4,997.38,3989.52,PHP,56.5,225407.88,E-commerce Platform,Cash,Education,55+,Android (Other),2.8,Kept
SAMS-00009482,2022-08-14,2022,Q3,August,Philippines,Asia,Manila,Samsung 256GB MicroSD Card,Accessories,N/A,Silver,No,28.36,2,2,27.79,55.58,PHP,56.5,3140.27,Samsung Store,Samsung Pay,Government,35–44,N/A,4.3,Kept
SAMS-00009483,2022-11-15,2022,Q4,November,Philippines,Asia,Manila,Samsung Galaxy Tab S9,Galaxy Tab,256 GB,Silver,No,850.68,0,1,850.68,850.68,PHP,56.5,48063.42,Online (Samsung.com),Debit Card,Individual,55+,N/A,4.4,Kept
SAMS-00009484,2022-12-05,2022,Q4,December,Philippines,Asia,Manila,Samsung QE50Q80C QLED 50-inch,Smart TV,N/A,White,No,936.62,0,1,936.62,936.62,PHP,56.5,52919.03,Samsung Store,Credit Card,Education,45–54,N/A,,Kept
SAMS-00009485,2022-12-21,2022,Q4,December,Philippines,Asia,Manila,Samsung Galaxy Z Flip 3,Galaxy Z,1 TB,Gray,Yes,699.31,7,2,650.36,1300.72,PHP,56.5,73490.68,Authorized Reseller,EMI / Installment,Education,45–54,iOS,3.9,Kept
SAMS-00009486,2023-02-28,2023,Q1,February,Philippines,Asia,Manila,Samsung Odyssey G7 27-inch,Monitor,N/A,Black,No,652.0,2,1,638.96,638.96,PHP,56.5,36101.24,E-commerce Platform,Cash,Education,55+,N/A,3.8,Kept
SAMS-00009487,2023-05-08,2023,Q2,May,Philippines,Asia,Manila,Samsung Galaxy M14 5G,Galaxy M,256 GB,Deep Ocean Blue,Yes,179.1,3,2,173.73,347.46,PHP,56.5,19631.49,E-commerce Platform,Samsung Pay,Education,55+,New User,4.0,Kept
SAMS-00009488,2023-08-14,2023,Q3,August,Philippines,Asia,Manila,Samsung Crystal UHD 43-inch,Smart TV,N/A,White,No,543.94,0,1,543.94,543.94,PHP,56.5,30732.61,Samsung Store,Credit Card,Individual,45–54,N/A,3.0,Kept
SAMS-00009489,2023-09-29,2023,Q3,September,Philippines,Asia,Manila,Samsung Galaxy M34 5G,Galaxy M,128 GB,Dark Blue,Yes,246.13,12,6,216.59,1299.54,PHP,56.5,73424.01,Carrier Store,Cash,Enterprise,45–54,Android (Other),3.6,Kept
SAMS-00009490,2024-04-09,2024,Q2,April,Philippines,Asia,Manila,Samsung 9kg Front Load Washer,Appliances,N/A,White,No,776.45,10,1,698.81,698.81,PHP,56.5,39482.76,Samsung Store,Samsung Pay,Business,25–34,N/A,3.1,Returned
SAMS-00009491,2024-06-13,2024,Q2,June,Philippines,Asia,Manila,Samsung Galaxy Z Fold 5,Galaxy Z,256 GB,Icy Blue,Yes,1763.08,0,3,1763.08,5289.24,PHP,56.5,298842.06,Third-Party Retailer,BNPL (Buy Now Pay Later),Education,55+,New User,4.5,Kept
SAMS-00009492,2024-07-11,2024,Q3,July,Philippines,Asia,Manila,Samsung Galaxy A33 5G,Galaxy A,256 GB,Awesome Graphite,Yes,361.9,0,1,361.9,361.9,PHP,56.5,20447.35,Carrier Store,Credit Card,Education,35–44,New User,4.4,Kept
SAMS-00009493,2024-07-27,2024,Q3,July,Philippines,Asia,Manila,Samsung S Pen (Galaxy S24 Ultra),Accessories,N/A,Black,Yes,52.84,0,1,52.84,52.84,PHP,56.5,2985.46,Third-Party Retailer,BNPL (Buy Now Pay Later),Enterprise,35–44,N/A,4.2,Kept
SAMS-00009494,2024-09-03,2024,Q3,September,Philippines,Asia,Manila,Samsung The Frame 55-inch,Smart TV,N/A,White,No,1397.98,12,1,1230.22,1230.22,PHP,56.5,69507.43,Online (Samsung.com),Samsung Pay,Individual,55+,N/A,,Kept
SAMS-00009495,2024-11-23,2024,Q4,November,Philippines,Asia,Manila,Samsung Leather Phone Case,Accessories,N/A,Silver,No,48.39,12,1,42.58,42.58,PHP,56.5,2405.77,Samsung Store,Debit Card,Business,55+,N/A,,Kept
SAMS-00009496,2024-11-24,2024,Q4,November,Philippines,Asia,Manila,Samsung QE50Q80C QLED 50-inch,Smart TV,N/A,Beige,No,907.69,0,1,907.69,907.69,PHP,56.5,51284.49,Third-Party Retailer,BNPL (Buy Now Pay Later),Business,55+,N/A,4.0,Kept
SAMS-00009497,2024-12-12,2024,Q4,December,Philippines,Asia,Manila,Samsung Galaxy Watch 4,Galaxy Watch,N/A,Silver,No,184.58,5,4,175.35,701.4,PHP,56.5,39629.1,Third-Party Retailer,Gift Card,Enterprise,55+,N/A,,Kept
SAMS-00009498,2021-01-22,2021,Q1,January,Philippines,Asia,Pasig,Samsung Galaxy Watch 5 Pro,Galaxy Watch,N/A,Silver,No,370.53,20,1,296.42,296.42,PHP,56.5,16747.73,Online (Samsung.com),BNPL (Buy Now Pay Later),Enterprise,55+,N/A,,Kept
SAMS-00009499,2021-02-18,2021,Q1,February,Philippines,Asia,Pasig,Samsung Galaxy A34 5G,Galaxy A,128 GB,Awesome White,Yes,417.88,0,1,417.88,417.88,PHP,56.5,23610.22,Samsung Store,Samsung Pay,Government,25–34,New User,4.7,Kept
SAMS-00009500,2021-03-14,2021,Q1,March,Philippines,Asia,Pasig,Samsung Galaxy Watch 6,Galaxy Watch,N/A,Cream,No,280.63,0,5,280.63,1403.15,PHP,56.5,79277.98,E-commerce Platform,Net Banking,Enterprise,55+,N/A,3.2,Kept
SAMS-00009501,2021-07-17,2021,Q3,July,Philippines,Asia,Pasig,Samsung 32GB MicroSD Card,Accessories,N/A,Blue,No,8.95,0,3,8.95,26.85,PHP,56.5,1517.03,Authorized Reseller,Credit Card,Government,45–54,N/A,4.0,Kept
SAMS-00009502,2021-08-14,2021,Q3,August,Philippines,Asia,Pasig,Samsung Galaxy Buds 2,Galaxy Buds,N/A,Cream,No,146.97,0,1,146.97,146.97,PHP,56.5,8303.81,Online (Samsung.com),BNPL (Buy Now Pay Later),Business,45–54,N/A,3.7,Kept
SAMS-00009503,2021-09-06,2021,Q3,September,Philippines,Asia,Pasig,Samsung Galaxy Tab S9+,Galaxy Tab,1 TB,Lime,No,1078.35,5,6,1024.43,6146.58,PHP,56.5,347281.77,Carrier Store,EMI / Installment,Individual,55+,N/A,4.8,Kept
SAMS-00009504,2021-09-23,2021,Q3,September,Philippines,Asia,Pasig,Samsung Galaxy Tab S8 Ultra,Galaxy Tab,64 GB,Lime,No,969.63,7,3,901.76,2705.28,PHP,56.5,152848.32,Corporate / B2B,Gift Card,Enterprise,25–34,N/A,3.8,Kept
SAMS-00009505,2021-10-26,2021,Q4,October,Philippines,Asia,Pasig,Samsung Odyssey G7 27-inch,Monitor,N/A,White,No,572.33,15,5,486.48,2432.4,PHP,56.5,137430.6,E-commerce Platform,Debit Card,Government,55+,N/A,3.6,Kept
SAMS-00009506,2022-01-16,2022,Q1,January,Philippines,Asia,Pasig,Samsung 870 EVO 1TB SSD,Accessories,N/A,Silver,No,120.38,0,2,120.38,240.76,PHP,56.5,13602.94,Samsung Store,Credit Card,Government,25–34,N/A,3.0,Kept
SAMS-00009507,2022-02-07,2022,Q1,February,Philippines,Asia,Pasig,Samsung Galaxy Z Flip 5,Galaxy Z,512 GB,Phantom Black,Yes,952.69,7,2,886.0,1772.0,PHP,56.5,100118.0,Online (Samsung.com),Debit Card,Business,45–54,New User,4.2,Kept
SAMS-00009508,2022-03-09,2022,Q1,March,Philippines,Asia,Pasig,Samsung Galaxy M04,Galaxy M,256 GB,Waterfall Blue,No,107.78,2,1,105.62,105.62,PHP,56.5,5967.53,Online (Samsung.com),Cash,Individual,25–34,Android (Other),4.1,Kept
SAMS-00009509,2022-04-14,2022,Q2,April,Philippines,Asia,Pasig,Samsung Galaxy Tab S9 FE,Galaxy Tab,256 GB,Graphite,No,411.51,0,1,411.51,411.51,PHP,56.5,23250.31,Carrier Store,Credit Card,Government,45–54,N/A,3.9,Exchanged
SAMS-00009510,2022-04-23,2022,Q2,April,Philippines,Asia,Pasig,Samsung Galaxy A14 5G,Galaxy A,64 GB,Awesome Black,Yes,193.63,0,2,193.63,387.26,PHP,56.5,21880.19,Corporate / B2B,BNPL (Buy Now Pay Later),Enterprise,45–54,Android (Other),3.8,Kept
SAMS-00009511,2022-04-27,2022,Q2,April,Philippines,Asia,Pasig,Samsung Galaxy S23 Ultra,Galaxy S,512 GB,Phantom Black,Yes,1230.85,7,2,1144.69,2289.38,PHP,56.5,129349.97,Authorized Reseller,Net Banking,Enterprise,25–34,New User,3.0,Kept
SAMS-00009512,2022-05-04,2022,Q2,May,Philippines,Asia,Pasig,Samsung Galaxy S23 Ultra,Galaxy S,256 GB,Graph,Yes,1207.55,3,6,1171.32,7027.92,PHP,56.5,397077.48,E-commerce Platform,Gift Card,Education,18–24,New User,2.5,Kept
SAMS-00009513,2022-05-29,2022,Q2,May,Philippines,Asia,Pasig,Samsung 32GB MicroSD Card,Accessories,N/A,Navy,No,8.82,0,4,8.82,35.28,PHP,56.5,1993.32,Carrier Store,EMI / Installment,Enterprise,25–34,N/A,,Returned
SAMS-00009514,2022-08-29,2022,Q3,August,Philippines,Asia,Pasig,Samsung Galaxy S22+,Galaxy S,256 GB,Titanium Violet,Yes,840.42,10,1,756.38,756.38,PHP,56.5,42735.47,Carrier Store,Cash,Government,35–44,Feature Phone,3.3,Kept
SAMS-00009515,2022-09-23,2022,Q3,September,Philippines,Asia,Pasig,Samsung Galaxy S23,Galaxy S,128 GB,Titanium Yellow,Yes,839.35,7,3,780.6,2341.8,PHP,56.5,132311.7,Corporate / B2B,Cash,Enterprise,25–34,iOS,5.0,Kept
SAMS-00009516,2022-10-03,2022,Q4,October,Philippines,Asia,Pasig,Samsung Galaxy A34 5G,Galaxy A,128 GB,Awesome Violet,Yes,375.8,2,1,368.28,368.28,PHP,56.5,20807.82,Third-Party Retailer,Gift Card,Business,18–24,Feature Phone,2.8,Kept
SAMS-00009517,2022-10-20,2022,Q4,October,Philippines,Asia,Pasig,Samsung Galaxy Buds 2 Pro,Galaxy Buds,N/A,Lime,No,219.5,3,1,212.91,212.91,PHP,56.5,12029.41,Authorized Reseller,Net Banking,Individual,45–54,N/A,3.1,Kept
SAMS-00009518,2022-11-23,2022,Q4,November,Philippines,Asia,Pasig,Samsung 256GB MicroSD Card,Accessories,N/A,Navy,No,30.46,10,4,27.41,109.64,PHP,56.5,6194.66,E-commerce Platform,Gift Card,Business,25–34,N/A,3.3,Exchanged
SAMS-00009519,2022-12-14,2022,Q4,December,Philippines,Asia,Pasig,Samsung Galaxy A04,Galaxy A,256 GB,Awesome Peach,No,113.9,12,2,100.23,200.46,PHP,56.5,11325.99,Carrier Store,Debit Card,Government,35–44,Feature Phone,4.2,Kept
SAMS-00009520,2023-02-08,2023,Q1,February,Philippines,Asia,Pasig,Samsung Galaxy S24,Galaxy S,256 GB,Titanium Violet,Yes,819.48,0,1,819.48,819.48,PHP,56.5,46300.62,Samsung Store,Samsung Pay,Education,25–34,Android (Samsung),4.3,Returned
SAMS-00009521,2023-02-15,2023,Q1,February,Philippines,Asia,Pasig,Samsung Galaxy Tab A9+,Galaxy Tab,512 GB,Silver,No,325.04,5,2,308.79,617.58,PHP,56.5,34893.27,Online (Samsung.com),Samsung Pay,Individual,45–54,N/A,3.0,Kept
SAMS-00009522,2023-02-20,2023,Q1,February,Philippines,Asia,Pasig,Samsung Galaxy Tab S9,Galaxy Tab,128 GB,Cream,No,840.41,0,5,840.41,4202.05,PHP,56.5,237415.83,Online (Samsung.com),Debit Card,Business,35–44,N/A,3.0,Returned
SAMS-00009523,2023-05-24,2023,Q2,May,Philippines,Asia,Pasig,Samsung Leather Phone Case,Accessories,N/A,White,No,47.11,15,2,40.04,80.08,PHP,56.5,4524.52,E-commerce Platform,Debit Card,Education,18–24,N/A,4.9,Kept
SAMS-00009524,2024-01-01,2024,Q1,January,Philippines,Asia,Pasig,Samsung Galaxy Watch 6 Classic,Galaxy Watch,N/A,Gold,No,383.0,0,1,383.0,383.0,PHP,56.5,21639.5,Corporate / B2B,Debit Card,Education,25–34,N/A,,Returned
SAMS-00009525,2024-04-09,2024,Q2,April,Philippines,Asia,Pasig,Samsung Galaxy A04s,Galaxy A,128 GB,Awesome Black,No,136.39,0,3,136.39,409.17,PHP,56.5,23118.1,Third-Party Retailer,Samsung Pay,Business,35–44,Feature Phone,3.7,Kept
SAMS-00009526,2024-05-28,2024,Q2,May,Philippines,Asia,Pasig,Samsung Galaxy A54 5G,Galaxy A,256 GB,Awesome Peach,Yes,457.71,0,1,457.71,457.71,PHP,56.5,25860.61,E-commerce Platform,Net Banking,Business,18–24,Android (Samsung),4.8,Kept
SAMS-00009527,2024-10-07,2024,Q4,October,Philippines,Asia,Pasig,Samsung The Frame 55-inch,Smart TV,N/A,Beige,No,1221.57,0,1,1221.57,1221.57,PHP,56.5,69018.71,Corporate / B2B,Net Banking,Business,25–34,N/A,3.7,Kept
SAMS-00009528,2024-11-17,2024,Q4,November,Philippines,Asia,Pasig,Samsung Galaxy Watch 6,Galaxy Watch,N/A,Gold,No,313.13,2,3,306.87,920.61,PHP,56.5,52014.47,E-commerce Platform,Debit Card,Individual,25–34,N/A,,Kept
SAMS-00009529,2024-11-30,2024,Q4,November,Philippines,Asia,Pasig,Samsung Galaxy A53 5G,Galaxy A,256 GB,Awesome Black,Yes,420.24,20,7,336.19,2353.33,PHP,56.5,132963.14,Third-Party Retailer,EMI / Installment,Individual,35–44,Android (Other),,Kept
SAMS-00009530,2024-12-03,2024,Q4,December,Philippines,Asia,Pasig,Samsung Galaxy S23 Ultra,Galaxy S,256 GB,Phantom White,Yes,1194.27,0,2,1194.27,2388.54,PHP,56.5,134952.51,Samsung Store,Credit Card,Individual,18–24,Android (Samsung),3.3,Kept
SAMS-00009531,2021-01-10,2021,Q1,January,Philippines,Asia,Quezon City,Samsung Wireless Charger Pad,Accessories,N/A,Black,No,45.53,7,2,42.34,84.68,PHP,56.5,4784.42,Third-Party Retailer,Credit Card,Education,25–34,N/A,4.7,Kept
SAMS-00009532,2021-08-24,2021,Q3,August,Philippines,Asia,Quezon City,Samsung Galaxy Buds 2 Pro,Galaxy Buds,N/A,White,No,232.22,20,4,185.78,743.12,PHP,56.5,41986.28,E-commerce Platform,Gift Card,Enterprise,25–34,N/A,3.7,Kept
SAMS-00009533,2021-09-10,2021,Q3,September,Philippines,Asia,Quezon City,Samsung Galaxy S24,Galaxy S,256 GB,Titanium Yellow,Yes,739.89,7,1,688.1,688.1,PHP,56.5,38877.65,Online (Samsung.com),Credit Card,Individual,55+,Android (Samsung),4.1,Kept
SAMS-00009534,2021-09-15,2021,Q3,September,Philippines,Asia,Quezon City,Samsung Galaxy A14,Galaxy A,128 GB,Awesome White,No,154.85,0,1,154.85,154.85,PHP,56.5,8749.02,Authorized Reseller,Debit Card,Business,18–24,iOS,,Kept
SAMS-00009535,2021-10-03,2021,Q4,October,Philippines,Asia,Quezon City,Samsung Galaxy A54 5G,Galaxy A,64 GB,Awesome Black,Yes,456.24,5,2,433.43,866.86,PHP,56.5,48977.59,Samsung Store,Credit Card,Business,35–44,iOS,,Kept
SAMS-00009536,2021-11-22,2021,Q4,November,Philippines,Asia,Quezon City,Samsung Galaxy Tab S9+,Galaxy Tab,1 TB,Cream,No,992.08,12,2,873.03,1746.06,PHP,56.5,98652.39,Samsung Store,Credit Card,Individual,35–44,N/A,,Exchanged
SAMS-00009537,2021-12-14,2021,Q4,December,Philippines,Asia,Quezon City,Samsung Galaxy Z Flip 5,Galaxy Z,256 GB,Phantom Black,Yes,1062.27,0,6,1062.27,6373.62,PHP,56.5,360109.53,Corporate / B2B,Samsung Pay,Government,18–24,New User,,Kept
SAMS-00009538,2022-01-29,2022,Q1,January,Philippines,Asia,Quezon City,Samsung Wireless Charger Pad,Accessories,N/A,Black,No,49.41,5,5,46.94,234.7,PHP,56.5,13260.55,Online (Samsung.com),Debit Card,Business,55+,N/A,3.2,Kept
SAMS-00009539,2022-03-17,2022,Q1,March,Philippines,Asia,Quezon City,Samsung Galaxy S23+,Galaxy S,1 TB,Graph,Yes,1078.73,7,2,1003.22,2006.44,PHP,56.5,113363.86,Carrier Store,Debit Card,Education,18–24,Android (Samsung),3.4,Kept
SAMS-00009540,2022-08-22,2022,Q3,August,Philippines,Asia,Quezon City,Samsung Galaxy S23+,Galaxy S,512 GB,Lime,Yes,1045.4,15,9,888.59,7997.31,PHP,56.5,451848.02,Authorized Reseller,Credit Card,Education,45–54,New User,2.7,Kept
SAMS-00009541,2022-09-29,2022,Q3,September,Philippines,Asia,Quezon City,Samsung Galaxy S22 Ultra,Galaxy S,256 GB,Phantom Black,Yes,1149.86,0,2,1149.86,2299.72,PHP,56.5,129934.18,Online (Samsung.com),BNPL (Buy Now Pay Later),Business,25–34,Feature Phone,3.2,Kept
SAMS-00009542,2023-01-04,2023,Q1,January,Philippines,Asia,Quezon City,Samsung Galaxy Z Fold 5,Galaxy Z,1 TB,Blue,Yes,1642.15,20,1,1313.72,1313.72,PHP,56.5,74225.18,Samsung Store,Debit Card,Enterprise,55+,Android (Other),3.8,Kept
SAMS-00009543,2023-03-20,2023,Q1,March,Philippines,Asia,Quezon City,Samsung Galaxy Tab S9 FE,Galaxy Tab,128 GB,Silver,No,411.57,7,1,382.76,382.76,PHP,56.5,21625.94,Third-Party Retailer,BNPL (Buy Now Pay Later),Education,55+,N/A,,Kept
SAMS-00009544,2023-05-12,2023,Q2,May,Philippines,Asia,Quezon City,Samsung 9kg Front Load Washer,Appliances,N/A,White,No,859.97,12,5,756.77,3783.85,PHP,56.5,213787.52,E-commerce Platform,Gift Card,Education,55+,N/A,3.3,Kept
SAMS-00009545,2023-11-15,2023,Q4,November,Philippines,Asia,Quezon City,Samsung Galaxy Tab S9 Ultra,Galaxy Tab,256 GB,Lime,No,1180.59,15,4,1003.5,4014.0,PHP,56.5,226791.0,E-commerce Platform,Samsung Pay,Enterprise,35–44,N/A,3.5,Exchanged
SAMS-00009546,2023-11-17,2023,Q4,November,Philippines,Asia,Quezon City,Samsung S Pen (Galaxy S24 Ultra),Accessories,N/A,Silver,Yes,46.18,0,3,46.18,138.54,PHP,56.5,7827.51,Authorized Reseller,Net Banking,Individual,55+,N/A,4.5,Kept
SAMS-00009547,2024-01-15,2024,Q1,January,Philippines,Asia,Quezon City,Samsung Odyssey G7 27-inch,Monitor,N/A,Black,No,568.45,12,3,500.24,1500.72,PHP,56.5,84790.68,Carrier Store,EMI / Installment,Business,35–44,N/A,3.9,Kept
SAMS-00009548,2024-01-17,2024,Q1,January,Philippines,Asia,Quezon City,Samsung WindFree AC 1.5 Ton,Appliances,N/A,Silver,No,788.64,3,2,764.98,1529.96,PHP,56.5,86442.74,Samsung Store,Gift Card,Enterprise,55+,N/A,4.7,Kept
SAMS-00009549,2024-02-20,2024,Q1,February,Philippines,Asia,Quezon City,Samsung Galaxy M14 5G,Galaxy M,64 GB,Midnight Blue,Yes,182.55,10,1,164.3,164.3,PHP,56.5,9282.95,Authorized Reseller,Samsung Pay,Enterprise,25–34,Feature Phone,,Kept
SAMS-00009550,2024-04-24,2024,Q2,April,Philippines,Asia,Quezon City,Samsung T7 Shield 1TB SSD,Accessories,N/A,Blue,No,90.25,10,6,81.23,487.38,PHP,56.5,27536.97,Authorized Reseller,Debit Card,Education,25–34,N/A,3.7,Kept
SAMS-00009551,2024-05-22,2024,Q2,May,Philippines,Asia,Quezon City,Samsung Galaxy S23 FE,Galaxy S,1 TB,Titanium Violet,Yes,652.27,0,4,652.27,2609.08,PHP,56.5,147413.02,Samsung Store,Gift Card,Enterprise,18–24,Android (Samsung),,Kept
SAMS-00009552,2024-06-23,2024,Q2,June,Philippines,Asia,Quezon City,Samsung 25L Microwave,Appliances,N/A,Black,No,191.08,0,2,191.08,382.16,PHP,56.5,21592.04,Samsung Store,BNPL (Buy Now Pay Later),Enterprise,45–54,N/A,4.3,Kept
SAMS-00009553,2024-06-28,2024,Q2,June,Philippines,Asia,Quezon City,Samsung Galaxy A04s,Galaxy A,256 GB,Awesome Violet,No,128.59,7,3,119.59,358.77,PHP,56.5,20270.5,Online (Samsung.com),Net Banking,Education,25–34,New User,4.4,Kept
SAMS-00009554,2024-07-09,2024,Q3,July,Philippines,Asia,Quezon City,Samsung WindFree AC 1.5 Ton,Appliances,N/A,Silver,No,753.61,3,2,731.0,1462.0,PHP,56.5,82603.0,Carrier Store,Samsung Pay,Education,45–54,N/A,2.7,Returned
SAMS-00009555,2024-09-05,2024,Q3,September,Philippines,Asia,Quezon City,Samsung Galaxy S23 FE,Galaxy S,128 GB,Lavender,Yes,599.13,0,2,599.13,1198.26,PHP,56.5,67701.69,Third-Party Retailer,Cash,Enterprise,35–44,Android (Samsung),2.7,Kept
SAMS-00009556,2024-11-23,2024,Q4,November,Philippines,Asia,Quezon City,Samsung Galaxy Tab S9 FE,Galaxy Tab,1 TB,Silver,No,475.59,15,1,404.25,404.25,PHP,56.5,22840.12,Authorized Reseller,Debit Card,Business,55+,N/A,,Returned
SAMS-00009557,2024-12-06,2024,Q4,December,Philippines,Asia,Quezon City,Samsung Odyssey G7 27-inch,Monitor,N/A,White,No,617.34,0,1,617.34,617.34,PHP,56.5,34879.71,Authorized Reseller,Gift Card,Individual,45–54,N/A,,Kept
SAMS-00009558,2024-12-06,2024,Q4,December,Philippines,Asia,Quezon City,Samsung M8 4K Smart Monitor,Monitor,N/A,Black,No,703.73,0,3,703.73,2111.19,PHP,56.5,119282.24,Corporate / B2B,BNPL (Buy Now Pay Later),Enterprise,45–54,N/A,,Kept
SAMS-00009559,2021-03-04,2021,Q1,March,Philippines,Asia,Taguig,Samsung Galaxy S24+,Galaxy S,256 GB,Lavender,Yes,1045.56,0,1,1045.56,1045.56,PHP,56.5,59074.14,Corporate / B2B,Samsung Pay,Business,25–34,iOS,2.9,Kept
SAMS-00009560,2021-03-04,2021,Q1,March,Philippines,Asia,Taguig,Samsung 870 EVO 1TB SSD,Accessories,N/A,Blue,No,127.42,2,1,124.87,124.87,PHP,56.5,7055.16,Samsung Store,Debit Card,Individual,25–34,N/A,2.9,Exchanged
SAMS-00009561,2021-03-28,2021,Q1,March,Philippines,Asia,Taguig,Samsung Galaxy Tab S9,Galaxy Tab,512 GB,Lime,No,741.63,15,4,630.39,2521.56,PHP,56.5,142468.14,Corporate / B2B,Samsung Pay,Business,45–54,N/A,3.1,Kept
SAMS-00009562,2021-09-17,2021,Q3,September,Philippines,Asia,Taguig,Samsung ViewFinity S9,Monitor,N/A,Black,No,1610.8,12,9,1417.5,12757.5,PHP,56.5,720798.75,Samsung Store,Samsung Pay,Individual,45–54,N/A,3.8,Kept
SAMS-00009563,2021-12-22,2021,Q4,December,Philippines,Asia,Taguig,Samsung Galaxy S24 Ultra,Galaxy S,512 GB,Titanium Violet,Yes,1290.45,0,1,1290.45,1290.45,PHP,56.5,72910.43,Third-Party Retailer,Cash,Individual,25–34,Android (Other),3.2,Kept
SAMS-00009564,2022-03-19,2022,Q1,March,Philippines,Asia,Taguig,Samsung Neo QLED 8K QN900C,Smart TV,N/A,Black,No,5002.18,7,1,4652.03,4652.03,PHP,56.5,262839.7,Corporate / B2B,Debit Card,Business,25–34,N/A,2.8,Kept
SAMS-00009565,2022-05-07,2022,Q2,May,Philippines,Asia,Taguig,Samsung Galaxy S23,Galaxy S,128 GB,Graph,Yes,794.59,0,1,794.59,794.59,PHP,56.5,44894.33,Carrier Store,Cash,Enterprise,55+,Feature Phone,,Kept
SAMS-00009566,2022-08-23,2022,Q3,August,Philippines,Asia,Taguig,Samsung Galaxy Watch 4,Galaxy Watch,N/A,Black,No,189.23,3,1,183.55,183.55,PHP,56.5,10370.58,E-commerce Platform,Gift Card,Government,45–54,N/A,4.6,Kept
SAMS-00009567,2022-11-09,2022,Q4,November,Philippines,Asia,Taguig,Samsung Galaxy Z Fold 4,Galaxy Z,1 TB,Icy Blue,Yes,1583.08,12,1,1393.11,1393.11,PHP,56.5,78710.71,E-commerce Platform,EMI / Installment,Business,18–24,New User,4.2,Kept
SAMS-00009568,2022-11-14,2022,Q4,November,Philippines,Asia,Taguig,Samsung Galaxy S22+,Galaxy S,1 TB,Lime,Yes,853.74,7,1,793.98,793.98,PHP,56.5,44859.87,Corporate / B2B,BNPL (Buy Now Pay Later),Business,25–34,Feature Phone,,Kept
SAMS-00009569,2023-01-21,2023,Q1,January,Philippines,Asia,Taguig,Samsung Galaxy M14 5G,Galaxy M,128 GB,Icy Blue,Yes,172.01,7,1,159.97,159.97,PHP,56.5,9038.31,Online (Samsung.com),BNPL (Buy Now Pay Later),Individual,18–24,Feature Phone,4.8,Kept
SAMS-00009570,2023-03-11,2023,Q1,March,Philippines,Asia,Taguig,Samsung Galaxy A14,Galaxy A,256 GB,Awesome Lime,No,162.98,15,3,138.53,415.59,PHP,56.5,23480.83,Samsung Store,Samsung Pay,Business,25–34,New User,,Kept
SAMS-00009571,2023-03-15,2023,Q1,March,Philippines,Asia,Taguig,Samsung Galaxy A14,Galaxy A,256 GB,Awesome Graphite,No,179.71,0,1,179.71,179.71,PHP,56.5,10153.61,Third-Party Retailer,Debit Card,Education,18–24,Android (Samsung),4.4,Returned
SAMS-00009572,2023-04-09,2023,Q2,April,Philippines,Asia,Taguig,Samsung Galaxy Buds 2 Pro,Galaxy Buds,N/A,Lime,No,233.42,0,6,233.42,1400.52,PHP,56.5,79129.38,Samsung Store,Gift Card,Education,25–34,N/A,3.2,Kept
SAMS-00009573,2023-06-09,2023,Q2,June,Philippines,Asia,Taguig,Samsung Galaxy A34 5G,Galaxy A,256 GB,Awesome Violet,Yes,364.25,7,1,338.75,338.75,PHP,56.5,19139.38,Corporate / B2B,Net Banking,Government,25–34,Android (Other),4.7,Kept
